C1,C1S,C2,C2S,GI,DP
MEX,73,USA,67,1,2022.09.02
PAN,60,MEX,65,2,2022.09.04
MEX,74,VEN,80,3,2022.09.05
MEX,77,CAN,82,4,2022.09.08
