C1,C1S,C2,C2S,GI,DP
PUR,88,DOM,82,1,2022.09.03
DOM,77,ISV,58,2,2022.09.04
DOM,78,ARG,90,3,2022.09.06
BRA,80,DOM,68,4,2022.09.08
