C1,C1S,C2,C2S,GI,DP
BRA,72,CAN,63,1,2022.09.02
COL,60,BRA,100,2,2022.09.03
BRA,76,URU,66,3,2022.09.05
BRA,80,DOM,68,4,2022.09.08
BRA,86,CAN,76,5,2022.09.10
BRA,73,ARG,75,6,2022.09.11
