C1,C1S,C2,C2S,GI,DP
MEX,73,USA,67,1,2022.09.02
PAN,58,USA,88,2,2022.09.05
USA,101,VEN,49,3,2022.09.06
USA,85,PUR,84,4,2022.09.08
ARG,82,USA,73,5,2022.09.10
CAN,80,USA,84,6,2022.09.11
