C1,C1S,C2,C2S,GI,DP
BRA,72,CAN,63,1,2022.09.02
CAN,84,URU,78,2,2022.09.03
COL,61,CAN,62,3,2022.09.05
MEX,77,CAN,82,4,2022.09.08
BRA,86,CAN,76,5,2022.09.10
CAN,80,USA,84,6,2022.09.11
