C1,C1S,C2,C2S,GI,DP
ARG,100,SLO,118,1,2021.07.26
SLO,116,JPN,81,2,2021.07.29
ESP,87,SLO,95,3,2021.08.01
SLO,94,GER,70,4,2021.08.03
FRA,90,SLO,89,5,2021.08.05
SLO,93,AUS,107,6,2021.08.07
