C1,C1S,C2,C2S,GI,DP
GER,82,ITA,92,1,2021.07.25
NGR,92,GER,99,2,2021.07.28
AUS,89,GER,76,3,2021.07.31
SLO,94,GER,70,4,2021.08.03
