C1,C1S,C2,C2S,GI,DP
FRA,83,USA,76,1,2021.07.25
USA,120,IRI,66,2,2021.07.28
USA,119,CZE,84,3,2021.07.31
ESP,81,USA,95,4,2021.08.03
USA,97,AUS,78,5,2021.08.05
FRA,82,USA,87,6,2021.08.07
