C1,C1S,C2,C2S,GI,DP
JPN,77,ESP,88,1,2021.07.26
ESP,81,ARG,71,2,2021.07.29
ESP,87,SLO,95,3,2021.08.01
ESP,81,USA,95,4,2021.08.03
