C1,C1S,C2,C2S,GI,DP
AUS,84,NGR,67,1,2021.07.25
ITA,83,AUS,86,2,2021.07.28
AUS,89,GER,76,3,2021.07.31
AUS,97,ARG,59,4,2021.08.03
USA,97,AUS,78,5,2021.08.05
SLO,93,AUS,107,6,2021.08.07
