C1,C1S,C2,C2S,GI,DP
FRA,83,USA,76,1,2021.07.25
CZE,77,FRA,97,2,2021.07.28
IRI,62,FRA,79,3,2021.07.31
ITA,75,FRA,84,4,2021.08.03
FRA,90,SLO,89,5,2021.08.05
FRA,82,USA,87,6,2021.08.07
