C1,C1S,C2,C2S,GI,DP
CMR,51,TUN,55,1,2022.02.25
TUN,64,SSD,72,2,2022.02.26
TUN,65,RWA,51,3,2022.02.27
TUN,65,CMR,54,4,2022.07.01
SSD,75,TUN,61,5,2022.07.02
RWA,66,TUN,76,6,2022.07.03
EGY,67,TUN,61,7,2022.08.26
TUN,63,SEN,73,8,2022.08.27
COD,45,TUN,57,9,2022.08.28
TUN,67,EGY,71,10,2023.02.24
SEN,53,TUN,70,11,2023.02.25
TUN,68,COD,72,12,2023.02.26
