C1,C1S,C2,C2S,GI,DP
CIV,57,ANG,56,1,2021.11.26
CAF,64,CIV,92,2,2021.11.27
CIV,80,GUI,69,3,2021.11.28
ANG,73,CIV,75,4,2022.07.01
CIV,73,CAF,63,5,2022.07.02
GUI,56,CIV,65,6,2022.07.03
CIV,78,NGR,66,7,2022.08.26
UGA,80,CIV,91,8,2022.08.27
CIV,77,CPV,69,9,2022.08.28
NGR,72,CIV,63,10,2023.02.24
CIV,89,UGA,44,11,2023.02.25
CPV,79,CIV,64,12,2023.02.26
