C1,C1S,C2,C2S,GI,DP
SSD,68,RWA,56,1,2022.02.25
RWA,45,CMR,57,2,2022.02.26
TUN,65,RWA,51,3,2022.02.27
RWA,63,SSD,73,4,2022.07.01
CMR,52,RWA,59,5,2022.07.02
RWA,66,TUN,76,6,2022.07.03
