C1,C1S,C2,C2S,GI,DP
CPV,79,NGR,71,1,2021.11.26
UGA,77,CPV,74,2,2021.11.27
NGR,70,CPV,79,3,2022.07.01
CPV,87,UGA,78,4,2022.07.02
GUI,48,CPV,65,5,2022.08.26
CPV,58,ANG,65,6,2022.08.27
CIV,77,CPV,69,7,2022.08.28
CPV,78,GUI,70,8,2023.02.24
ANG,80,CPV,67,9,2023.02.25
CPV,79,CIV,64,10,2023.02.26
