C1,C1S,C2,C2S,GI,DP
CMR,51,TUN,55,1,2022.02.25
RWA,45,CMR,57,2,2022.02.26
SSD,74,CMR,68,3,2022.02.27
TUN,65,CMR,54,4,2022.07.01
CMR,52,RWA,59,5,2022.07.02
CMR,56,SSD,67,6,2022.07.03
COD,69,CMR,71,7,2022.08.26
CMR,74,EGY,86,8,2022.08.27
SEN,90,CMR,71,9,2022.08.28
CMR,85,COD,56,10,2023.02.24
EGY,63,CMR,71,11,2023.02.25
CMR,63,SEN,89,12,2023.02.26
