C1,C1S,C2,C2S,GI,DP
SSD,68,RWA,56,1,2022.02.25
TUN,64,SSD,72,2,2022.02.26
SSD,74,CMR,68,3,2022.02.27
RWA,63,SSD,73,4,2022.07.01
SSD,75,TUN,61,5,2022.07.02
CMR,56,SSD,67,6,2022.07.03
SEN,69,SSD,66,7,2022.08.26
SSD,101,COD,58,8,2022.08.27
EGY,65,SSD,85,9,2022.08.28
SSD,83,SEN,75,10,2023.02.24
COD,61,SSD,82,11,2023.02.25
SSD,97,EGY,77,12,2023.02.26
