C1,C1S,C2,C2S,GI,DP
GUI,76,CAF,71,1,2021.11.26
CAF,64,CIV,92,2,2021.11.27
CAF,48,ANG,78,3,2021.11.28
CAF,61,GUI,56,4,2022.07.01
CIV,73,CAF,63,5,2022.07.02
ANG,76,CAF,60,6,2022.07.03
