C1,C1S,C2,C2S,GI,DP
CPV,79,NGR,71,1,2021.11.26
UGA,69,NGR,95,2,2021.11.28
NGR,70,CPV,79,3,2022.07.01
NGR,91,UGA,72,4,2022.07.03
CIV,78,NGR,66,5,2022.08.26
NGR,89,GUI,70,6,2022.08.27
ANG,70,NGR,67,7,2022.08.28
NGR,72,CIV,63,8,2023.02.24
GUI,59,NGR,62,9,2023.02.25
NGR,59,ANG,65,10,2023.02.26
