C1,C1S,C2,C2S,GI,DP
CIV,57,ANG,56,1,2021.11.26
ANG,75,GUI,59,2,2021.11.27
CAF,48,ANG,78,3,2021.11.28
ANG,73,CIV,75,4,2022.07.01
GUI,65,ANG,85,5,2022.07.02
ANG,76,CAF,60,6,2022.07.03
ANG,84,UGA,62,7,2022.08.26
CPV,58,ANG,65,8,2022.08.27
ANG,70,NGR,67,9,2022.08.28
UGA,49,ANG,82,10,2023.02.24
ANG,80,CPV,67,11,2023.02.25
NGR,59,ANG,65,12,2023.02.26
