C1,C1S,C2,C2S,GI,DP
GUI,76,CAF,71,1,2021.11.26
ANG,75,GUI,59,2,2021.11.27
CIV,80,GUI,69,3,2021.11.28
CAF,61,GUI,56,4,2022.07.01
GUI,65,ANG,85,5,2022.07.02
GUI,56,CIV,65,6,2022.07.03
GUI,48,CPV,65,7,2022.08.26
NGR,89,GUI,70,8,2022.08.27
GUI,76,UGA,69,9,2022.08.28
CPV,78,GUI,70,10,2023.02.24
GUI,59,NGR,62,11,2023.02.25
UGA,47,GUI,88,12,2023.02.26
