C1,C1S,C2,C2S,GI,DP
MEX,74,LTU,87,1,2014.08.30
SLO,89,MEX,68,2,2014.08.31
ANG,55,MEX,79,3,2014.09.02
MEX,62,AUS,70,4,2014.09.03
KOR,71,MEX,87,5,2014.09.04
USA,86,MEX,63,6,2014.09.06
