C1,C1S,C2,C2S,GI,DP
MEX,74,LTU,87,1,2014.08.30
LTU,75,ANG,62,2,2014.08.31
AUS,82,LTU,75,3,2014.09.02
LTU,79,KOR,49,4,2014.09.03
LTU,67,SLO,64,5,2014.09.04
NZL,71,LTU,76,6,2014.09.07
LTU,73,TUR,61,7,2014.09.09
USA,96,LTU,68,8,2014.09.11
LTU,93,FRA,95,9,2014.09.13
