C1,C1S,C2,C2S,GI,DP
AUS,80,SLO,90,1,2014.08.30
KOR,55,AUS,89,2,2014.08.31
AUS,82,LTU,75,3,2014.09.02
MEX,62,AUS,70,4,2014.09.03
AUS,83,ANG,91,5,2014.09.04
TUR,65,AUS,64,6,2014.09.07
