C1,C1S,C2,C2S,GI,DP
GRE,87,SEN,64,1,2014.08.30
SEN,82,PUR,75,2,2014.08.31
CRO,75,SEN,77,3,2014.09.01
SEN,46,ARG,81,4,2014.09.03
SEN,79,PHI,81,5,2014.09.04
ESP,89,SEN,56,6,2014.09.06
