C1,C1S,C2,C2S,GI,DP
ANG,80,KOR,69,1,2014.08.30
KOR,55,AUS,89,2,2014.08.31
KOR,72,SLO,89,3,2014.09.02
LTU,79,KOR,49,4,2014.09.03
KOR,71,MEX,87,5,2014.09.04
