C1,C1S,C2,C2S,GI,DP
UKR,72,DOM,62,1,2014.08.30
DOM,76,NZL,63,2,2014.08.31
FIN,68,DOM,74,3,2014.09.02
DOM,71,USA,106,4,2014.09.03
TUR,77,DOM,64,5,2014.09.04
DOM,61,SLO,71,6,2014.09.06
