C1,C1S,C2,C2S,GI,DP
USA,114,FIN,55,1,2014.08.30
TUR,77,USA,98,2,2014.08.31
USA,98,NZL,71,3,2014.09.02
DOM,71,USA,106,4,2014.09.03
UKR,71,USA,95,5,2014.09.04
USA,86,MEX,63,6,2014.09.06
SLO,76,USA,119,7,2014.09.09
USA,96,LTU,68,8,2014.09.11
USA,129,SRB,92,9,2014.09.14
