C1,C1S,C2,C2S,GI,DP
GRE,87,SEN,64,1,2014.08.30
PHI,70,GRE,82,2,2014.08.31
PUR,79,GRE,90,3,2014.09.01
GRE,76,CRO,65,4,2014.09.03
ARG,71,GRE,79,5,2014.09.04
SRB,90,GRE,72,6,2014.09.07
