C1,C1S,C2,C2S,GI,DP
EGY,64,SRB,85,1,2014.08.30
ESP,91,EGY,54,2,2014.08.31
FRA,94,EGY,55,3,2014.09.01
EGY,73,IRI,88,4,2014.09.03
BRA,128,EGY,65,5,2014.09.04
