C1,C1S,C2,C2S,GI,DP
NZL,73,TUR,76,1,2014.08.30
DOM,76,NZL,63,2,2014.08.31
USA,98,NZL,71,3,2014.09.02
NZL,73,UKR,61,4,2014.09.03
FIN,65,NZL,67,5,2014.09.04
NZL,71,LTU,76,6,2014.09.07
