C1,C1S,C2,C2S,GI,DP
ANG,80,KOR,69,1,2014.08.30
LTU,75,ANG,62,2,2014.08.31
ANG,55,MEX,79,3,2014.09.02
SLO,93,ANG,87,4,2014.09.03
AUS,83,ANG,91,5,2014.09.04
