C1,C1S,C2,C2S,GI,DP
CRO,81,PHI,78,1,2014.08.30
ARG,85,CRO,90,2,2014.08.31
CRO,75,SEN,77,3,2014.09.01
GRE,76,CRO,65,4,2014.09.03
CRO,103,PUR,82,5,2014.09.04
FRA,69,CRO,64,6,2014.09.06
