C1,C1S,C2,C2S,GI,DP
UKR,72,DOM,62,1,2014.08.30
FIN,81,UKR,76,2,2014.08.31
UKR,64,TUR,58,3,2014.09.02
NZL,73,UKR,61,4,2014.09.03
UKR,71,USA,95,5,2014.09.04
