C1,C1S,C2,C2S,GI,DP
MOZ,86,ZAM,46,1,2023.02.22
ZAM,63,ZIM,53,2,2023.02.23
ZIM,71,ZAM,53,3,2023.02.24
ZAM,80,MOZ,73,4,2023.02.25
