C1,C1S,C2,C2S,GI,DP
GEQ,52,CAF,113,1,2023.03.22
CHA,82,GEQ,57,2,2023.03.23
GEQ,36,GAB,110,3,2023.03.24
CMR,102,GEQ,38,4,2023.03.25
