C1,C1S,C2,C2S,GI,DP
TAN,69,ERI,34,1,2023.06.17
BDI,77,TAN,63,2,2023.06.18
TAN,57,RWA,77,3,2023.06.20
TAN,46,SSD,54,4,2023.06.21
SSD,75,TAN,51,5,2023.06.23
