C1,C1S,C2,C2S,GI,DP
ZIM,71,MOZ,57,1,2023.02.21
ZAM,63,ZIM,53,2,2023.02.23
ZIM,71,ZAM,53,3,2023.02.24
MOZ,66,ZIM,53,4,2023.02.26
MOZ,71,ZIM,59,5,2023.02.28
