C1,C1S,C2,C2S,GI,DP
BDI,57,SSD,42,1,2023.06.17
BDI,77,TAN,63,2,2023.06.18
ERI,68,BDI,73,3,2023.06.19
RWA,52,BDI,53,4,2023.06.21
BDI,48,RWA,70,5,2023.06.23
