C1,C1S,C2,C2S,GI,DP
CAF,49,CMR,67,1,2023.03.20
GEQ,52,CAF,113,2,2023.03.22
CAF,57,GAB,67,3,2023.03.23
CAF,68,CHA,64,4,2023.03.25
