C1,C1S,C2,C2S,GI,DP
CHN,62,USA,119,1,2016.08.06
USA,113,VEN,69,2,2016.08.08
AUS,88,USA,98,3,2016.08.10
USA,94,SRB,91,4,2016.08.12
USA,100,FRA,97,5,2016.08.14
USA,105,ARG,78,6,2016.08.17
ESP,76,USA,82,7,2016.08.19
SRB,66,USA,96,8,2016.08.21
