C1,C1S,C2,C2S,GI,DP
AUS,87,FRA,66,1,2016.08.06
FRA,88,CHN,60,2,2016.08.08
SRB,75,FRA,76,3,2016.08.10
FRA,96,VEN,56,4,2016.08.12
USA,100,FRA,97,5,2016.08.14
ESP,92,FRA,67,6,2016.08.17
