C1,C1S,C2,C2S,GI,DP
CRO,72,ESP,70,1,2016.08.07
ESP,65,BRA,66,2,2016.08.09
NGR,87,ESP,96,3,2016.08.11
ESP,109,LTU,59,4,2016.08.13
ESP,92,ARG,73,5,2016.08.15
ESP,92,FRA,67,6,2016.08.17
ESP,76,USA,82,7,2016.08.19
AUS,88,ESP,89,8,2016.08.21
