C1,C1S,C2,C2S,GI,DP
NGR,66,ARG,94,1,2016.08.07
ARG,90,CRO,82,2,2016.08.09
LTU,81,ARG,73,3,2016.08.11
ARG,111,BRA,107,4,2016.08.13
ESP,92,ARG,73,5,2016.08.15
USA,105,ARG,78,6,2016.08.17
