C1,C1S,C2,C2S,GI,DP
NGR,66,ARG,94,1,2016.08.07
LTU,89,NGR,80,2,2016.08.09
NGR,87,ESP,96,3,2016.08.11
CRO,76,NGR,90,4,2016.08.13
NGR,69,BRA,86,5,2016.08.15
