C1,C1S,C2,C2S,GI,DP
AUS,87,FRA,66,1,2016.08.06
SRB,80,AUS,95,2,2016.08.08
AUS,88,USA,98,3,2016.08.10
CHN,68,AUS,93,4,2016.08.12
AUS,81,VEN,56,5,2016.08.14
AUS,90,LTU,64,6,2016.08.17
AUS,61,SRB,87,7,2016.08.19
AUS,88,ESP,89,8,2016.08.21
