C1,C1S,C2,C2S,GI,DP
CRO,72,ESP,70,1,2016.08.07
ARG,90,CRO,82,2,2016.08.09
BRA,76,CRO,80,3,2016.08.11
CRO,76,NGR,90,4,2016.08.13
LTU,81,CRO,90,5,2016.08.15
CRO,83,SRB,86,6,2016.08.17
