C1,C1S,C2,C2S,GI,DP
CHN,62,USA,119,1,2016.08.06
FRA,88,CHN,60,2,2016.08.08
VEN,72,CHN,68,3,2016.08.10
CHN,68,AUS,93,4,2016.08.12
SRB,94,CHN,60,5,2016.08.14
