C1,C1S,C2,C2S,GI,DP
BRA,76,LTU,82,1,2016.08.07
ESP,65,BRA,66,2,2016.08.09
BRA,76,CRO,80,3,2016.08.11
ARG,111,BRA,107,4,2016.08.13
NGR,69,BRA,86,5,2016.08.15
