C1,C1S,C2,C2S,GI,DP
NZL,101,IND,46,1,2022.02.24
IND,64,PHI,88,2,2022.02.25
IND,60,NZL,95,3,2022.02.28
PHI,79,IND,63,4,2022.07.03
JOR,80,IND,64,5,2022.08.25
IND,63,LBN,95,6,2022.08.29
KSA,85,IND,54,7,2022.11.10
LBN,103,IND,74,8,2022.11.13
IND,63,JOR,98,9,2023.02.24
IND,60,KSA,71,10,2023.02.27
