C1,C1S,C2,C2S,GI,DP
JOR,68,KSA,61,1,2021.11.26
KSA,72,JOR,64,2,2021.11.29
JOR,74,LBN,63,3,2022.02.24
JOR,94,INA,64,4,2022.02.27
LBN,89,JOR,70,5,2022.07.01
INA,52,JOR,77,6,2022.07.04
JOR,80,IND,64,7,2022.08.25
NZL,100,JOR,72,8,2022.08.29
JOR,66,PHI,74,9,2022.11.10
JOR,92,NZL,75,10,2022.11.13
IND,63,JOR,98,11,2023.02.24
PHI,90,JOR,91,12,2023.02.27
