C1,C1S,C2,C2S,GI,DP
AUS,98,TPE,61,1,2022.02.25
TPE,71,JPN,76,2,2022.02.26
TPE,71,AUS,90,3,2022.02.28
CHN,94,TPE,58,4,2022.07.01
JPN,89,TPE,49,5,2022.07.03
TPE,56,CHN,97,6,2022.07.04
