C1,C1S,C2,C2S,GI,DP
IRI,82,BRN,66,1,2021.11.26
BRN,64,IRI,100,2,2021.11.29
IRI,69,KAZ,73,3,2022.02.24
IRI,80,SYR,68,4,2022.02.27
KAZ,68,IRI,60,5,2022.07.01
SYR,56,IRI,91,6,2022.07.04
IRI,79,JPN,68,7,2022.08.25
AUS,98,IRI,68,8,2022.08.29
IRI,72,CHN,81,9,2022.11.11
IRI,20,AUS,0,10,2022.11.14
JPN,96,IRI,61,11,2023.02.23
CHN,86,IRI,74,12,2023.02.26
