C1,C1S,C2,C2S,GI,DP
NZL,101,IND,46,1,2022.02.24
NZL,88,PHI,63,2,2022.02.27
IND,60,NZL,95,3,2022.02.28
PHI,60,NZL,106,4,2022.06.30
KSA,65,NZL,80,5,2022.08.25
NZL,100,JOR,72,6,2022.08.29
LBN,77,NZL,65,7,2022.11.10
JOR,92,NZL,75,8,2022.11.13
NZL,110,KSA,63,9,2023.02.24
NZL,106,LBN,91,10,2023.02.27
