C1,C1S,C2,C2S,GI,DP
KAZ,84,SYR,74,1,2021.11.26
SYR,71,KAZ,81,2,2021.11.29
BRN,64,SYR,80,3,2022.02.24
IRI,80,SYR,68,4,2022.02.27
SYR,67,BRN,76,5,2022.07.01
SYR,56,IRI,91,6,2022.07.04
