C1,C1S,C2,C2S,GI,DP
AUS,98,TPE,61,1,2022.02.25
AUS,80,JPN,64,2,2022.02.27
TPE,71,AUS,90,3,2022.02.28
AUS,76,CHN,69,4,2022.06.30
JPN,52,AUS,98,5,2022.07.01
CHN,48,AUS,71,6,2022.07.03
BRN,50,AUS,104,7,2022.08.25
AUS,98,IRI,68,8,2022.08.29
KAZ,50,AUS,97,9,2022.11.11
IRI,20,AUS,0,10,2022.11.14
AUS,83,BRN,51,11,2023.02.23
AUS,98,KAZ,53,12,2023.02.26
