C1,C1S,C2,C2S,GI,DP
CHN,79,JPN,63,1,2021.11.27
JPN,73,CHN,106,2,2021.11.28
AUS,76,CHN,69,3,2022.06.30
CHN,94,TPE,58,4,2022.07.01
CHN,48,AUS,71,5,2022.07.03
TPE,56,CHN,97,6,2022.07.04
KAZ,56,CHN,68,7,2022.08.25
CHN,80,BRN,67,8,2022.08.29
IRI,72,CHN,81,9,2022.11.11
BRN,67,CHN,80,10,2022.11.14
CHN,71,KAZ,59,11,2023.02.23
CHN,86,IRI,74,12,2023.02.26
