C1,C1S,C2,C2S,GI,DP
CRO,85,GRE,89,1,2022.09.02
GRE,85,ITA,81,2,2022.09.03
GBR,77,GRE,93,3,2022.09.05
GRE,99,UKR,79,4,2022.09.06
EST,69,GRE,90,5,2022.09.08
GRE,94,CZE,88,6,2022.09.11
GER,107,GRE,96,7,2022.09.13
