C1,C1S,C2,C2S,GI,DP
BEL,79,GEO,76,1,2022.09.01
MNE,76,BEL,70,2,2022.09.03
ESP,73,BEL,83,3,2022.09.04
BEL,63,TUR,78,4,2022.09.06
BUL,80,BEL,89,5,2022.09.07
SLO,88,BEL,72,6,2022.09.10
