C1,C1S,C2,C2S,GI,DP
TUR,72,MNE,68,1,2022.09.01
MNE,76,BEL,70,2,2022.09.03
BUL,81,MNE,91,3,2022.09.04
MNE,65,ESP,82,4,2022.09.06
GEO,73,MNE,81,5,2022.09.07
GER,85,MNE,79,6,2022.09.10
