C1,C1S,C2,C2S,GI,DP
SRB,100,NED,76,1,2022.09.02
CZE,68,SRB,81,2,2022.09.03
SRB,100,FIN,70,3,2022.09.05
ISR,78,SRB,89,4,2022.09.06
SRB,96,POL,69,5,2022.09.08
SRB,86,ITA,94,6,2022.09.11
