C1,C1S,C2,C2S,GI,DP
SLO,92,LTU,85,1,2022.09.01
HUN,88,SLO,103,2,2022.09.03
SLO,93,BIH,97,3,2022.09.04
GER,80,SLO,88,4,2022.09.06
FRA,82,SLO,88,5,2022.09.07
SLO,88,BEL,72,6,2022.09.10
SLO,87,POL,90,7,2022.09.14
