C1,C1S,C2,C2S,GI,DP
ISR,89,FIN,87,1,2022.09.02
NED,67,ISR,74,2,2022.09.03
POL,85,ISR,76,3,2022.09.05
ISR,78,SRB,89,4,2022.09.06
CZE,88,ISR,77,5,2022.09.08
