C1,C1S,C2,C2S,GI,DP
UKR,90,GBR,61,1,2022.09.02
EST,73,UKR,74,2,2022.09.03
UKR,84,ITA,73,3,2022.09.05
GRE,99,UKR,79,4,2022.09.06
CRO,90,UKR,85,5,2022.09.08
UKR,86,POL,94,6,2022.09.11
